case_number,court,case_type.x,filing_date,id,court_system,tracking_number,document_type,issued_date,issued_date_str,case_status,case_disposition,year
3B01933725,Baltimore City District Court 5800 Wabash Ave,CR,2008-02-06,575112,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003107492,STATEMENT OF CHARGES,2008-02-06,02/06/2008,CLOSED,TRIAL,2008
3B01934761,Baltimore City District Court 1400 North Ave.,CR,2008-02-07,576658,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086076100106,STATEMENT OF CHARGES,2008-02-07,02/07/2008,CLOSED,TRIAL,2008
3B01934957,Baltimore City District Court 700 Patapsco Ave.,CR,2008-02-06,575155,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003107374,STATEMENT OF CHARGES,2008-02-06,02/06/2008,CLOSED,TRIAL,2008
3B01934971,Baltimore City District Court 1400 North Ave.,CR,2008-02-07,575616,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086060101105,STATEMENT OF CHARGES,2008-02-07,02/07/2008,CLOSED,TRIAL,2008
3B01936623,Baltimore City District Court 5800 Wabash Ave,CR,2008-02-28,576536,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086016101183,STATEMENT OF CHARGES,2008-02-28,02/28/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01936742,Baltimore City District Court 5800 Wabash Ave,CR,2008-02-23,573184,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086016101113,STATEMENT OF CHARGES,2008-02-23,02/23/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01937932,Baltimore City District Court 5800 Wabash Ave,CR,2008-03-05,577959,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000106496,STATEMENT OF CHARGES,2008-03-05,03/05/2008,CLOSED,TRIAL,2008
3B01938912,Baltimore City District Court 5800 Wabash Ave,CR,2008-02-15,576595,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005106670,STATEMENT OF CHARGES,2008-02-15,02/15/2008,CLOSED,TRIAL,2008
3B01938954,Baltimore City District Court 1400 North Ave.,CR,2008-02-17,598089,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001107216,STATEMENT OF CHARGES,2008-02-17,02/17/2008,CLOSED,TRIAL,2008
3B01939094,Baltimore City District Court 1400 North Ave.,CR,2008-03-18,600786,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005111776,STATEMENT OF CHARGES,2008-03-18,03/18/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01939647,Baltimore City District Court 5800 Wabash Ave,CR,2008-03-21,599954,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086016101474,STATEMENT OF CHARGES,2008-03-21,03/21/2008,CLOSED,TRIAL,2008
3B01940417,Baltimore City District Court 5800 Wabash Ave,CR,2008-03-20,581771,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003115531,STATEMENT OF CHARGES,2008-03-20,03/20/2008,CLOSED,TRIAL,2008
3B01940473,Baltimore City District Court 1400 North Ave.,CR,2008-03-25,601706,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023102583,STATEMENT OF CHARGES,2008-03-25,03/25/2008,CLOSED,TRIAL,2008
3B01941495,Baltimore City District Court 1400 North Ave.,CR,2008-03-13,576593,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086060101772,STATEMENT OF CHARGES,2008-03-13,03/13/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01945513,Baltimore City District Court 1400 North Ave.,CR,2008-06-24,590446,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086074101260,STATEMENT OF CHARGES,2008-06-24,06/24/2008,CLOSED,TRIAL,2008
3B01946080,Baltimore City District Court 1400 North Ave.,CR,2008-08-29,601047,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001137622,STATEMENT OF CHARGES,2008-08-29,08/29/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01947165,Baltimore City District Court 5800 Wabash Ave,CR,2008-04-09,583831,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086081109531,STATEMENT OF CHARGES,2008-04-09,04/09/2008,CLOSED,TRIAL,2008
3B01947445,Baltimore City District Court 1400 North Ave.,CR,2008-04-06,584191,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086060102332,STATEMENT OF CHARGES,2008-04-06,04/06/2008,CLOSED,TRIAL,2008
3B01947711,Baltimore City District Court 5800 Wabash Ave,CR,2008-04-16,605045,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003120733,STATEMENT OF CHARGES,2008-04-16,04/16/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01948292,Baltimore City District Court 5800 Wabash Ave,CR,2008-04-12,584603,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000113710,STATEMENT OF CHARGES,2008-04-12,04/12/2008,CLOSED,TRIAL,2008
3B01948488,Baltimore City District Court 5800 Wabash Ave,CR,2008-04-23,583299,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086100516,STATEMENT OF CHARGES,2008-04-23,04/23/2008,CLOSED,TRIAL,2008
3B01948551,Baltimore City District Court 5800 Wabash Ave,CR,2008-04-16,584715,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004118561,STATEMENT OF CHARGES,2008-04-16,04/16/2008,CLOSED,TRIAL,2008
3B01948649,Baltimore City District Court 1400 North Ave.,CR,2008-04-18,602061,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004119272,STATEMENT OF CHARGES,2008-04-18,04/18/2008,CLOSED,TRIAL,2008
3B01949881,Baltimore City District Court 1400 North Ave.,CR,2008-05-01,586729,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001119186,STATEMENT OF CHARGES,2008-05-01,05/01/2008,CLOSED,TRIAL,2008
3B01949923,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-02,586277,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003123872,STATEMENT OF CHARGES,2008-05-02,05/02/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01951253,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-19,611300,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003132246,STATEMENT OF CHARGES,2008-06-19,06/19/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01951267,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-18,593980,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004130855,STATEMENT OF CHARGES,2008-06-18,06/18/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01951309,Baltimore City District Court 1400 North Ave.,CR,2008-06-24,609159,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005127272,STATEMENT OF CHARGES,2008-06-24,06/24/2008,CLOSED,TRIAL,2008
3B01951393,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-18,612473,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023105350,STATEMENT OF CHARGES,2008-06-18,06/18/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01951645,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-18,591477,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086014101320,STATEMENT OF CHARGES,2008-05-18,05/18/2008,CLOSED,TRIAL,2008
3B01951722,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-16,607985,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086015102902,STATEMENT OF CHARGES,2008-05-16,05/16/2008,CLOSED,TRIAL,2008
3B01951974,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-18,587984,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086014101316,STATEMENT OF CHARGES,2008-05-18,05/18/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01952030,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-20,588335,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004124964,STATEMENT OF CHARGES,2008-05-20,05/20/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01952170,Baltimore City District Court 1400 North Ave.,CR,2008-05-24,588348,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086103316,STATEMENT OF CHARGES,2008-05-24,05/24/2008,CLOSED,TRIAL,2008
3B01952457,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-21,605688,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086102922,STATEMENT OF CHARGES,2008-05-21,05/21/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01952471,Baltimore City District Court 1400 North Ave.,CR,2008-05-22,589864,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003127534,STATEMENT OF CHARGES,2008-05-22,05/22/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01952688,Baltimore City District Court 1400 North Ave.,CR,2008-06-28,590573,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005128016,STATEMENT OF CHARGES,2008-06-28,06/28/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01953395,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-31,588506,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003129170,STATEMENT OF CHARGES,2008-05-31,05/31/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01953850,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-02,595647,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003140565,STATEMENT OF CHARGES,2008-08-02,08/02/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01953997,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-06,615202,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086002101861,STATEMENT OF CHARGES,2008-08-06,08/06/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01954543,Baltimore City District Court 5800 Wabash Ave,CR,2008-05-28,586063,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086103482,STATEMENT OF CHARGES,2008-05-28,05/28/2008,CLOSED,TRIAL,2008
3B01954550,Baltimore City District Court 1400 North Ave.,CR,2008-05-26,607799,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000121060,STATEMENT OF CHARGES,2008-05-26,05/26/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01954739,Baltimore City District Court 1400 North Ave.,CR,2008-06-03,841235,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004127790,STATEMENT OF CHARGES,2008-06-03,06/03/2008,CLOSED,TRIAL,2008
3B01955369,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-25,588518,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086105910,STATEMENT OF CHARGES,2008-06-25,06/25/2008,CLOSED,TRIAL,2008
3B01955432,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-27,595475,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086024102942,STATEMENT OF CHARGES,2008-06-27,06/27/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01955481,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-25,592810,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086108404,STATEMENT OF CHARGES,2008-07-25,07/25/2008,CLOSED,TRIAL,2008
3B01956587,Baltimore City District Court 1400 North Ave.,CR,2008-06-14,591142,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086061104953,STATEMENT OF CHARGES,2008-06-14,06/14/2008,CLOSED,TRIAL,2008
3B01956608,Baltimore City District Court 1400 North Ave.,CR,2008-06-13,587147,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005125695,STATEMENT OF CHARGES,2008-06-13,06/13/2008,CLOSED,TRIAL,2008
3B01956664,Baltimore City District Court 1400 North Ave.,CR,2008-06-19,592828,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005126620,STATEMENT OF CHARGES,2008-06-19,06/19/2008,CLOSED,TRIAL,2008
3B01956727,Baltimore City District Court 1400 North Ave.,CR,2008-06-12,591939,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005125500,STATEMENT OF CHARGES,2008-06-12,06/12/2008,CLOSED,TRIAL,2008
3B01957406,Baltimore City District Court 5800 Wabash Ave,CR,2008-06-07,588282,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023105114,STATEMENT OF CHARGES,2008-06-07,06/07/2008,CLOSED,TRIAL,2008
3B01957427,Baltimore City District Court 1400 North Ave.,CR,2008-06-07,609700,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001126024,STATEMENT OF CHARGES,2008-06-07,06/07/2008,CLOSED,TRIAL,2008
3B01961263,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-06,597893,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005129420,STATEMENT OF CHARGES,2008-07-06,07/06/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01961802,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-12,593347,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001131753,STATEMENT OF CHARGES,2008-07-12,07/12/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01962768,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-30,595473,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086024103970,STATEMENT OF CHARGES,2008-07-30,07/30/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01962999,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-30,595877,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086024103966,STATEMENT OF CHARGES,2008-07-30,07/30/2008,CLOSED,TRIAL,2008
3B01963027,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-11,597391,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086107321,STATEMENT OF CHARGES,2008-07-11,07/11/2008,CLOSED,TRIAL,2008
3B01963202,Baltimore City District Court 5800 Wabash Ave,CR,2008-07-10,591799,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001131333,STATEMENT OF CHARGES,2008-07-10,07/10/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01963972,Baltimore City District Court 1400 North Ave.,CR,2008-07-24,595935,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086059104165,STATEMENT OF CHARGES,2008-07-24,07/24/2008,CLOSED,TRIAL,2008
3B01964168,Baltimore City District Court 1400 North Ave.,CR,2008-07-19,592918,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005131074,STATEMENT OF CHARGES,2008-07-19,07/19/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01964252,Baltimore City District Court 1400 North Ave.,CR,2008-07-17,613361,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004135921,STATEMENT OF CHARGES,2008-07-17,07/17/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01965008,Baltimore City District Court 1400 North Ave.,CR,2009-01-17,630038,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076100175,STATEMENT OF CHARGES,2009-01-17,01/17/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B01965442,Baltimore City District Court 1400 North Ave.,CR,2009-01-10,614470,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096086100515,STATEMENT OF CHARGES,2009-01-10,01/10/2009,CLOSED,TRIAL,2009
3B01971952,Baltimore City District Court 1400 North Ave.,CR,2008-09-12,618113,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000139422,STATEMENT OF CHARGES,2008-09-12,09/12/2008,CLOSED,TRIAL,2008
3B01972134,Baltimore City District Court 5800 Wabash Ave,CR,2008-11-27,627097,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003158721,STATEMENT OF CHARGES,2008-11-27,11/27/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01972554,Baltimore City District Court 700 Patapsco Ave.,CR,2008-08-19,600775,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023108253,STATEMENT OF CHARGES,2008-08-19,08/19/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01973373,Baltimore City District Court 1400 North Ave.,CR,2008-09-09,599610,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086075102363,STATEMENT OF CHARGES,2008-09-09,09/09/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01973982,Baltimore City District Court 1400 North Ave.,CR,2008-09-19,603400,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000140564,STATEMENT OF CHARGES,2008-09-19,09/19/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01973996,Baltimore City District Court 5800 Wabash Ave,CR,2008-09-18,842044,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004145146,STATEMENT OF CHARGES,2008-09-18,09/18/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01974164,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-27,619656,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003144990,STATEMENT OF CHARGES,2008-08-27,08/27/2008,CLOSED,TRIAL,2008
3B01974234,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-20,601502,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005135845,STATEMENT OF CHARGES,2008-08-20,08/20/2008,CLOSED,TRIAL,2008
3B01975284,Baltimore City District Court 700 Patapsco Ave.,CR,2008-09-02,603234,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003145970,STATEMENT OF CHARGES,2008-09-02,09/02/2008,CLOSED,TRIAL,2008
3B01975893,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-20,619400,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003143601,STATEMENT OF CHARGES,2008-08-20,08/20/2008,CLOSED,TRIAL,2008
3B01976159,Baltimore City District Court 5800 Wabash Ave,CR,2008-08-20,601338,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086003143645,STATEMENT OF CHARGES,2008-08-20,08/20/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01976215,Baltimore City District Court 700 Patapsco Ave.,CR,2008-08-19,618750,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023108264,STATEMENT OF CHARGES,2008-08-19,08/19/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01976712,Baltimore City District Court 5800 Wabash Ave,CR,2008-09-08,600298,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086083110676,STATEMENT OF CHARGES,2008-09-08,09/08/2008,CLOSED,TRIAL,2008
3B01981269,Baltimore City District Court 1400 North Ave.,CR,2009-10-20,639212,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,091001852675,WARRANT,2009-10-20,10/20/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B01982284,Baltimore City District Court 1400 North Ave.,CR,2008-10-17,842279,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086075102864,STATEMENT OF CHARGES,2008-10-17,10/17/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01982823,Baltimore City District Court 1400 North Ave.,CR,2008-10-01,603540,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086060107560,STATEMENT OF CHARGES,2008-10-01,10/01/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01983103,Baltimore City District Court 1400 North Ave.,CR,2008-09-19,601219,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000140586,STATEMENT OF CHARGES,2008-09-19,09/19/2008,CLOSED,TRIAL,2008
3B01983159,Baltimore City District Court 1400 North Ave.,CR,2008-09-24,603435,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086075102606,STATEMENT OF CHARGES,2008-09-24,09/24/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01983215,Baltimore City District Court 5800 Wabash Ave,CR,2008-09-23,606545,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086015106413,STATEMENT OF CHARGES,2008-09-23,09/23/2008,CLOSED,TRIAL,2008
3B01984146,Baltimore City District Court 1400 North Ave.,CR,2008-10-04,601311,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086023110390,STATEMENT OF CHARGES,2008-10-04,10/04/2008,CLOSED,TRIAL,2008
3B01985455,Baltimore City District Court 5800 Wabash Ave,CR,2009-12-09,842739,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,091002076502,SUMMONS,2009-12-09,12/09/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B01986652,Baltimore City District Court 1400 North Ave.,CR,2008-10-11,603304,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001143863,STATEMENT OF CHARGES,2008-10-11,10/11/2008,CLOSED,TRIAL,2008
3B01987128,Baltimore City District Court 1400 North Ave.,CR,2008-10-31,622054,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005144551,STATEMENT OF CHARGES,2008-10-31,10/31/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01987324,Baltimore City District Court 1400 North Ave.,CR,2008-10-31,606723,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004150540,STATEMENT OF CHARGES,2008-10-31,10/31/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01987786,Baltimore City District Court 5800 Wabash Ave,CR,2008-11-11,607405,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086086116012,STATEMENT OF CHARGES,2008-11-11,11/11/2008,CLOSED,TRIAL,2008
3B01988066,Baltimore City District Court 1400 North Ave.,CR,2008-11-01,606517,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005144735,STATEMENT OF CHARGES,2008-11-01,11/01/2008,CLOSED,TRIAL,2008
3B01988248,Baltimore City District Court 5800 Wabash Ave,CR,2008-11-07,611898,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000146595,STATEMENT OF CHARGES,2008-11-07,11/07/2008,CLOSED,TRIAL,2008
3B01988297,Baltimore City District Court 1400 North Ave.,CR,2008-10-26,611047,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086000145490,STATEMENT OF CHARGES,2008-10-26,10/26/2008,CLOSED,TRIAL,2008
3B01988591,Baltimore City District Court 5800 Wabash Ave,CR,2008-10-14,608479,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086015106925,STATEMENT OF CHARGES,2008-10-14,10/14/2008,CLOSED,TRIAL,2008
3B01988724,Baltimore City District Court 5800 Wabash Ave,CR,2008-10-15,842795,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086015106940,STATEMENT OF CHARGES,2008-10-15,10/15/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01991377,Baltimore City District Court 5800 Wabash Ave,CR,2008-11-18,609772,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086004152603,STATEMENT OF CHARGES,2008-11-18,11/18/2008,CLOSED,TRIAL,2008
3B01991412,Baltimore City District Court 1400 North Ave.,CR,2008-11-15,842905,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086077102005,STATEMENT OF CHARGES,2008-11-15,11/15/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01991615,Baltimore City District Court 5800 Wabash Ave,CR,2008-12-19,629873,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086005149646,STATEMENT OF CHARGES,2008-12-19,12/19/2008,CLOSED,TRIAL,2008
3B01994275,Baltimore City District Court 1400 North Ave.,CR,2009-01-24,843211,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096076100260,STATEMENT OF CHARGES,2009-01-24,01/24/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B01996298,Baltimore City District Court 5800 Wabash Ave,CR,2008-12-10,612443,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086075103450,STATEMENT OF CHARGES,2008-12-10,12/10/2008,CLOSED,FORWARDED TO CIRCUIT COURT,2008
3B01996452,Baltimore City District Court 5800 Wabash Ave,CR,2008-12-05,611351,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086001149581,STATEMENT OF CHARGES,2008-12-05,12/05/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01997565,Baltimore City District Court 1400 North Ave.,CR,2009-02-05,632516,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001104113,STATEMENT OF CHARGES,2009-02-05,02/05/2009,CLOSED,JURY TRIAL PRAYED,2009
3B01998230,Baltimore City District Court 5800 Wabash Ave,CR,2008-12-19,843021,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,086014103770,STATEMENT OF CHARGES,2008-12-19,12/19/2008,CLOSED,JURY TRIAL PRAYED,2008
3B01998524,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-20,843342,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096005105442,STATEMENT OF CHARGES,2009-02-20,02/20/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B01998594,Baltimore City District Court 5800 Wabash Ave,CR,2009-02-22,843317,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096000106156,STATEMENT OF CHARGES,2009-02-22,02/22/2009,CLOSED,TRIAL,2009
3B02002199,Baltimore City District Court 1400 North Ave.,CR,2009-02-28,635479,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077100641,STATEMENT OF CHARGES,2009-02-28,02/28/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02002360,Baltimore City District Court 1400 North Ave.,CR,2009-02-28,635436,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096077100663,STATEMENT OF CHARGES,2009-02-28,02/28/2009,CLOSED,FORWARDED TO CIRCUIT COURT,2009
3B02002514,Baltimore City District Court 1400 North Ave.,CR,2009-01-28,631513,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096060100846,STATEMENT OF CHARGES,2009-01-28,01/28/2009,CLOSED,TRIAL,2009
3B02002521,Baltimore City District Court 5800 Wabash Ave,CR,2009-01-29,617139,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096001103203,STATEMENT OF CHARGES,2009-01-29,01/29/2009,CLOSED,TRIAL,2009
3B02002549,Baltimore City District Court 5800 Wabash Ave,CR,2009-01-30,632766,DISTRICT COURT FOR BALTIMORE CITY - CRIMINAL SYSTEM,096003103000,STATEMENT OF CHARGES,2009-01-30,01/30/2009,CLOSED,JURY TRIAL PRAYED,2009
